,home_team,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,home_Possession %_moving,home_Total Shots_moving,home_On Target_moving,home_Off Target_moving,home_Blocked_moving,home_Passing %_moving,home_Clear-Cut Chances_moving,home_Corners_moving,home_Offsides_moving,home_Tackles %_moving,home_Aerial Duels %_moving,home_Saves_moving,home_Fouls Committed_moving,home_Fouls Won_moving,home_Yellow Cards_moving,home_Red Cards_moving,home_goals_moving,home_goal_difference_moving,away_Possession %_moving,away_Total Shots_moving,away_On Target_moving,away_Off Target_moving,away_Blocked_moving,away_Passing %_moving,away_Clear-Cut Chances_moving,away_Corners_moving,away_Offsides_moving,away_Tackles %_moving,away_Aerial Duels %_moving,away_Saves_moving,away_Fouls Committed_moving,away_Fouls Won_moving,away_Yellow Cards_moving,away_Red Cards_moving,away_goals_moving,away_goal_difference_moving
332,15,46.347333333333324,13.393333333333333,4.153333333333334,5.786666666666667,3.4533333333333336,63.04600000000001,1.2,4.213333333333334,1.5933333333333335,74.56333333333333,49.77000000000001,2.106666666666667,14.793333333333333,17.806666666666665,1.9866666666666668,0.08666666666666667,10,46.111333333333334,10.473333333333334,4.123333333333333,3.3000000000000003,3.0500000000000003,71.01566666666665,0.9700000000000001,4.026666666666667,2.0033333333333334,73.97366666666666,43.45466666666667,5.38,14.990000000000002,14.043333333333333,1.9666666666666668,0.03333333333333333,72,77,73,73,70,72,71,72,72,76,73,70,66,71,69,72,74,71,73,75,70,74,45.780000000000015,15.0,4.8,5.8,4.4,62.44000000000001,0.8,4.8,1.4,75.97999999999999,52.519999999999996,1.4,15.4,18.8,2.4,0.0,1.4,-0.2,48.23999999999999,12.0,3.6,4.4,4.0,72.28,0.8,3.6,1.6,70.32000000000001,44.32,2.0,14.0,12.8,1.4,0.0,1.2,-0.2
333,1,45.40567287784679,8.983022774327122,3.262111801242236,3.4587991718426503,2.262111801242236,73.44865424430643,0.867080745341615,3.901449275362319,2.4968944099378882,76.91983436853002,49.20695652173914,2.842650103519669,15.578467908902692,15.328364389233956,1.9432712215320913,0.06335403726708075,7,32.68666666666667,11.080000000000002,3.5266666666666673,5.653333333333333,1.9000000000000001,56.844666666666676,1.626666666666667,3.326666666666667,1.8866666666666667,74.42466666666667,49.279333333333334,3.6133333333333333,17.573333333333334,15.413333333333334,2.6933333333333334,0.06666666666666667,77,77,73,74,77,76,78,77,79,81,78,69,76,73,78,71,75,73,67,71,75,73,41.43999999999998,9.2,3.2,3.6,2.4,72.86000000000001,1.0,2.2,2.0,70.11999999999998,52.239999999999995,3.2,14.0,14.6,2.0,0.2,1.4,0.4,42.279999999999994,8.6,1.8,4.6,2.2,72.82000000000002,1.4,3.8,2.0,72.50000000000003,48.239999999999995,3.6,16.2,10.4,2.8,0.2,0.0,-2.2
334,12,48.49960474308301,13.820948616600793,4.856126482213439,5.635177865612649,3.329644268774704,74.9005928853755,1.3371541501976285,4.615415019762846,2.2600790513833995,76.19470355731225,47.61822134387352,3.9924901185770754,14.618181818181819,16.577865612648225,1.798814229249012,0.02727272727272727,2,43.436284584980235,12.336758893280633,4.545454545454546,5.059288537549407,2.73201581027668,67.56245059288537,0.9849802371541503,3.99604743083004,2.0537549407114626,77.39217391304348,50.02695652173914,3.8703557312252963,16.39209486166008,14.938339920948616,2.2355731225296447,0.07272727272727274,80,81,76,75,78,75,73,75,73,76,76,77,63,79,75,69,75,79,75,80,73,79,55.00000000000002,16.2,6.4,4.6,5.2,81.93999999999996,1.4,3.8,2.6,63.27999999999997,53.860000000000014,4.2,14.8,14.6,1.6,0.0,2.6,2.2,41.239999999999995,11.2,4.2,5.0,2.0,72.97999999999999,1.0,3.8,1.4,68.52000000000005,46.540000000000006,4.2,12.6,12.2,2.4,0.0,2.4,1.0
335,4,60.23766233766235,16.841558441558444,6.6190476190476195,6.535930735930736,3.686580086580087,80.21402597402597,2.470995670995671,6.138528138528138,3.355844155844156,74.70588744588747,52.99341991341991,1.6303030303030306,12.226839826839827,11.42770562770563,1.2961038961038962,0.0,21,49.72956521739132,12.860869565217392,4.443478260869566,5.6521739130434785,2.765217391304348,75.05565217391303,1.356521739130435,4.382608695652174,2.617391304347826,79.26086956521739,53.46347826086957,3.6521739130434785,16.469565217391306,13.704347826086957,2.208695652173913,0.06086956521739131,78,77,80,80,69,79,84,80,77,86,83,80,78,76,75,72,80,76,75,72,69,80,57.5,16.4,7.6,5.2,3.6,77.04000000000005,4.0,6.2,3.0,69.61999999999996,53.35999999999998,2.6,11.6,17.0,1.0,0.0,2.8,2.4,38.77999999999999,10.8,3.8,4.2,2.8,72.06000000000006,0.6,2.8,1.2,75.66,45.51999999999997,2.6,13.4,12.6,1.4,0.0,0.8,-1.8
336,5,50.12296442687748,12.332015810276681,4.553359683794467,4.781818181818182,2.9968379446640316,71.67162055335967,1.4671936758893283,4.920948616600791,3.5517786561264826,78.87241106719368,49.0701976284585,3.807905138339921,16.692490118577076,17.4498023715415,2.6671936758893278,0.06205533596837945,8,46.363726708074545,11.96977225672878,4.449689440993788,4.820289855072464,2.699792960662526,72.26368530020704,1.2629399585921326,4.00703933747412,2.7685300207039343,73.77755693581781,48.952629399585916,3.5055900621118017,14.559834368530023,14.554451345755695,1.3544513457556935,0.02857142857142857,78,74,77,73,76,74,75,75,76,70,71,77,75,77,66,75,73,76,71,77,76,77,56.55999999999998,13.4,4.0,5.8,3.6,73.46,1.8,7.6,2.4,67.96,43.35999999999997,2.2,13.6,15.4,2.6,0.2,0.6,-0.2,50.599999999999966,11.4,3.6,5.2,2.6,68.99999999999999,1.0,7.0,2.4,72.06,42.37999999999998,2.8,17.4,16.8,2.6,0.2,0.8,-1.0
337,20,47.86285714285715,11.119047619047619,4.085714285714286,4.880952380952381,2.1523809523809527,69.7657142857143,1.0190476190476192,3.757142857142857,2.4142857142857146,77.13476190476192,46.37428571428571,4.142857142857142,17.42857142857143,12.933333333333334,2.357142857142857,0.11428571428571428,17,51.41711462450593,12.160474308300396,4.3300395256917,5.018972332015811,2.811462450592886,77.86928853754942,1.0636363636363637,4.873122529644268,2.757707509881423,71.74873517786563,52.12557312252965,3.64901185770751,15.271936758893283,13.264822134387353,1.7110671936758894,0.009090909090909092,74,74,77,69,75,76,74,63,77,80,72,84,61,84,75,79,75,79,75,76,80,83,45.660000000000025,11.4,4.0,4.0,3.4,63.34000000000001,1.2,5.8,4.0,76.38,52.79999999999997,0.8,13.8,14.2,1.4,0.0,1.6,0.8,51.81999999999998,10.2,3.4,5.8,1.0,81.02000000000001,1.8,2.4,2.4,76.03999999999999,44.39999999999996,3.4,15.8,9.8,2.8,0.0,1.0,-0.8
338,0,54.943229813664594,14.544927536231885,6.2824016563147005,4.933747412008282,3.328778467908903,81.14939958592134,2.0534161490683234,4.819461697722568,2.368944099378882,76.24298136645963,49.157018633540375,3.1805383022774327,12.399585921325052,13.237267080745344,1.3917184265010354,0.0761904761904762,11,56.456753246753244,13.803896103896104,5.650216450216451,5.596103896103896,2.5575757575757576,80.42761904761906,2.0272727272727273,5.038528138528139,2.380952380952381,77.98467532467534,54.1599567099567,2.9021645021645024,13.465800865800867,13.383116883116884,1.3865800865800866,0.04718614718614719,84,72,78,79,76,76,79,79,81,79,82,79,80,83,60,80,79,60,79,77,84,82,47.480000000000004,15.6,4.2,7.6,3.8,79.49999999999999,1.8,5.4,2.6,79.92000000000002,63.18000000000002,2.8,10.0,13.0,1.2,0.0,1.8,0.8,50.66000000000002,11.6,4.8,5.0,1.8,75.45999999999998,0.8,5.4,1.8,76.6,50.3,3.4,15.8,15.6,2.0,0.0,1.0,-0.6
339,7,34.49666666666667,9.82,3.356666666666667,4.863333333333333,1.6,55.67866666666667,1.0066666666666668,3.3066666666666666,2.796666666666667,77.77366666666668,49.992333333333335,2.703333333333333,15.793333333333333,14.653333333333334,2.773333333333333,0.016666666666666666,22,70.0814285714286,16.104761904761908,6.280952380952381,6.328571428571428,3.4952380952380953,86.6904761904762,1.6333333333333333,5.8238095238095235,2.5142857142857147,76.33142857142859,50.505238095238106,2.080952380952381,13.076190476190476,14.271428571428572,1.4047619047619049,0.05238095238095238,69,76,73,78,71,75,73,67,71,75,73,92,78,84,87,87,87,84,84,87,90,84,41.96,9.8,4.2,4.0,1.6,68.50000000000001,1.4,2.6,2.0,67.47999999999998,49.31999999999998,2.6,15.8,17.2,1.8,0.2,1.2,-0.8,70.85999999999996,15.8,5.8,5.2,4.8,85.52000000000005,0.8,7.0,2.8,71.83999999999999,50.50000000000002,1.6,11.2,13.8,1.8,0.0,2.0,1.4
340,19,52.23090909090909,15.164502164502165,5.88917748917749,5.867099567099568,3.4082251082251087,71.97186147186149,1.6532467532467532,5.845887445887446,3.3809523809523814,79.81367965367966,51.012207792207796,2.893073593073593,16.631601731601734,14.167099567099568,1.8731601731601732,0.13246753246753246,15,46.964333333333336,11.823333333333334,4.113333333333333,4.8966666666666665,2.8133333333333335,63.93400000000001,1.05,4.3533333333333335,2.123333333333333,71.92833333333333,51.63000000000001,2.1766666666666667,17.423333333333332,16.976666666666667,2.4466666666666668,0.09666666666666668,86,75,79,79,72,79,79,80,76,80,83,72,77,73,73,70,72,71,72,76,69,74,55.839999999999996,13.8,5.8,5.6,2.4,77.73999999999998,1.6,7.2,0.8,72.54,50.8,2.8,13.6,11.2,0.6,0.2,1.8,0.4,46.06000000000001,12.6,4.8,5.2,2.6,63.46,0.4,3.8,2.8,69.78,46.01999999999998,3.4,18.4,14.0,1.4,0.2,0.8,-0.8
341,21,48.94434782608697,13.22608695652174,4.469565217391305,5.521739130434783,3.2347826086956526,75.22260869565216,1.2521739130434784,3.8347826086956522,2.382608695652174,75.55652173913043,52.07565217391304,3.5217391304347827,15.921739130434784,14.51304347826087,1.7913043478260873,0.11304347826086958,0,56.65863354037267,12.179710144927537,4.701035196687371,4.592132505175984,2.8865424430641826,80.55474120082819,1.7850931677018635,4.563561076604556,2.190062111801242,77.74335403726707,49.75664596273292,3.4364389233954453,11.74120082815735,13.09192546583851,1.4240165631469979,0.01904761904761905,80,78,76,75,72,72,80,76,78,77,80,84,72,78,79,79,76,78,79,79,79,82,44.44000000000005,11.8,3.6,5.8,2.4,70.53999999999998,1.4,2.4,2.4,70.70000000000002,55.01999999999998,3.0,14.8,14.4,3.0,0.0,1.4,-0.6,49.38000000000001,11.0,4.2,4.2,2.6,73.91999999999999,1.8,4.4,2.4,76.42,50.05999999999999,3.4,14.4,11.0,1.0,0.0,1.4,0.6
342,8,48.576645962732925,13.313871635610768,4.75527950310559,5.455072463768117,3.1035196687370603,73.53734989648034,1.5300207039337475,4.6803312629399585,2.3349896480331265,75.0015320910973,49.34530020703933,2.8049689440993792,14.282815734989649,15.17432712215321,1.3743271221532092,0.11428571428571428,20,44.67642857142858,9.851190476190476,3.592857142857143,3.8988095238095246,2.3595238095238096,68.68785714285715,1.0761904761904764,3.4035714285714285,1.782142857142857,74.17654761904762,47.597142857142856,4.821428571428571,18.214285714285715,12.733333333333333,2.3035714285714284,0.20714285714285713,77,75,77,66,75,72,76,71,77,76,77,74,74,69,79,75,74,74,77,72,80,74,46.29999999999999,10.4,3.4,4.2,2.8,70.7,0.8,4.8,1.4,72.96000000000001,50.27999999999999,3.6,12.8,11.2,1.4,0.0,0.8,0.0,38.10000000000001,8.6,2.0,4.0,2.6,58.419999999999995,0.6,5.2,1.6,65.7,47.93999999999996,2.2,18.6,14.0,1.4,0.2,0.8,-1.6
343,23,50.483149999999995,13.764000000000001,5.07,5.619,3.075,74.15175000000004,1.5030000000000003,5.1055,2.5500000000000003,76.76140000000004,49.99110000000001,3.1795000000000004,14.704,14.497000000000002,1.7720000000000002,0.0805,1,43.283561076604556,7.888612836438924,2.744099378881988,3.4004140786749484,1.7440993788819876,72.77287784679089,0.8596273291925466,3.4753623188405802,2.5527950310559007,78.32281573498966,49.501739130434785,3.674948240165632,14.966045548654245,14.617805383022777,2.1643892339544513,0.12298136645962733,73,68,71,74,73,72,75,74,76,73,75,77,76,73,76,77,75,74,75,81,75,78,61.64,14.0,4.6,6.8,2.6,76.74000000000002,1.2,4.6,4.2,75.98000000000002,53.839999999999996,2.0,13.2,14.6,2.0,0.0,1.6,0.4,55.839999999999996,7.8,2.8,3.0,2.0,78.37999999999998,0.6,4.0,2.4,68.76000000000002,46.81999999999999,2.4,14.6,13.8,2.2,0.0,0.8,-1.6
344,17,51.75541501976285,15.38102766798419,4.798418972332016,6.64110671936759,3.9415019762845853,77.86845849802371,1.2545454545454544,5.275098814229249,2.291699604743083,74.7905928853755,51.23707509881424,3.639525691699605,14.522529644268776,13.407114624505931,1.757312252964427,0.03636363636363637,10,46.111333333333334,10.473333333333334,4.123333333333333,3.3000000000000003,3.0500000000000003,71.01566666666665,0.9700000000000001,4.026666666666667,2.0033333333333334,73.97366666666666,43.45466666666667,5.38,14.990000000000002,14.043333333333333,1.9666666666666668,0.03333333333333333,84,84,79,61,75,79,75,75,80,60,83,70,67,71,69,72,66,70,73,75,70,74,53.360000000000014,14.6,3.8,6.4,4.4,76.42000000000003,1.6,5.0,3.6,65.69999999999999,54.23999999999999,2.2,17.8,14.0,1.4,0.0,1.4,1.0,50.61999999999998,11.0,3.6,3.6,3.8,71.64,1.0,3.6,1.6,68.98,45.839999999999996,2.2,13.2,13.8,1.6,0.0,1.4,-0.2
345,2,45.590592885375486,14.301581027667986,5.636363636363637,5.3735177865612656,3.291699604743083,68.21343873517787,1.4853754940711463,5.07509881422925,2.0786561264822137,75.86869565217393,51.157826086956526,2.6632411067193678,16.750197628458498,15.571541501976284,2.124110671936759,0.018181818181818184,16,42.31454545454545,11.37905138339921,3.8944664031620553,4.837154150197629,2.647430830039526,72.36679841897234,1.2679841897233202,4.880632411067194,2.2845849802371543,74.49328063241109,48.9999604743083,3.3735177865612647,12.154940711462451,12.472727272727274,1.4750988142292492,0.06205533596837945,77,69,79,75,75,75,75,75,73,79,80,70,75,74,77,74,78,80,74,73,80,73,45.04,10.8,4.6,3.4,2.8,71.62000000000003,1.0,4.0,2.2,73.94,46.86,3.0,14.0,15.6,2.4,0.2,1.4,0.4,49.18000000000001,9.4,3.6,4.4,1.4,71.75999999999996,2.0,2.0,2.0,62.879999999999974,56.48000000000003,4.4,15.8,14.8,2.6,0.0,2.0,0.4
346,11,56.06987012987013,16.644155844155843,6.458008658008659,6.955844155844156,3.2303030303030305,80.48190476190479,2.109090909090909,5.725541125541126,2.0952380952380953,77.55298701298702,54.56839826839827,3.1800865800865807,12.434632034632036,13.675324675324678,1.4034632034632035,0.045887445887445893,5,49.1614229249012,10.719367588932808,3.8656126482213438,4.127272727272727,2.726482213438735,71.79517786561264,0.9122529644268775,4.16205533596838,2.7288537549407117,78.16355731225298,48.17209486166008,3.8837944664031623,15.900395256916998,15.40790513833992,2.7122529644268774,0.11778656126482213,79,80,83,83,80,79,60,79,77,84,82,78,77,71,73,75,74,74,76,75,71,70,60.320000000000014,16.4,5.0,8.4,3.0,81.12,2.0,6.6,0.6,70.16000000000001,50.500000000000014,2.4,14.4,16.6,2.0,0.0,1.2,0.2,39.70000000000001,7.6,2.6,3.4,1.6,64.92,1.0,3.8,1.2,78.88000000000002,44.49999999999999,3.2,13.2,11.4,1.8,0.4,0.2,-2.0
347,12,48.49960474308301,13.820948616600793,4.856126482213439,5.635177865612649,3.329644268774704,74.9005928853755,1.3371541501976285,4.615415019762846,2.2600790513833995,76.19470355731225,47.61822134387352,3.9924901185770754,14.618181818181819,16.577865612648225,1.798814229249012,0.02727272727272727,4,59.191558441558456,15.13896103896104,5.476190476190476,6.098268398268399,3.564502164502165,78.21064935064935,1.9748917748917751,5.463203463203463,3.196103896103896,77.28718614718616,50.20549783549784,2.1575757575757577,12.77099567099567,13.392640692640693,1.5025974025974027,0.0,80,81,76,75,78,75,73,75,73,76,76,78,77,82,80,69,79,84,80,77,88,86,59.88000000000003,15.8,6.2,4.8,4.8,84.03999999999994,1.8,3.4,2.0,62.939999999999976,55.20000000000001,3.6,13.6,16.2,2.0,0.0,2.6,2.0,63.27999999999999,18.6,5.6,6.6,6.4,79.66000000000004,2.0,6.4,2.6,77.75999999999996,48.59999999999998,3.0,14.0,10.6,1.6,0.0,1.6,0.4
348,0,54.943229813664594,14.544927536231885,6.2824016563147005,4.933747412008282,3.328778467908903,81.14939958592134,2.0534161490683234,4.819461697722568,2.368944099378882,76.24298136645963,49.157018633540375,3.1805383022774327,12.399585921325052,13.237267080745344,1.3917184265010354,0.0761904761904762,8,46.363726708074545,11.96977225672878,4.449689440993788,4.820289855072464,2.699792960662526,72.26368530020704,1.2629399585921326,4.00703933747412,2.7685300207039343,73.77755693581781,48.952629399585916,3.5055900621118017,14.559834368530023,14.554451345755695,1.3544513457556935,0.02857142857142857,84,79,78,79,72,79,76,79,79,81,82,77,75,77,66,75,73,76,74,77,77,71,47.58,15.2,3.6,7.6,4.0,78.5,1.2,4.8,2.6,85.92000000000002,59.96000000000002,3.4,11.2,14.0,1.2,0.0,1.8,0.4,47.39999999999996,11.8,4.2,5.0,2.6,68.67999999999999,1.0,7.0,2.6,70.88000000000001,42.19999999999998,2.6,16.4,17.0,2.0,0.4,0.8,-1.4
349,17,51.75541501976285,15.38102766798419,4.798418972332016,6.64110671936759,3.9415019762845853,77.86845849802371,1.2545454545454544,5.275098814229249,2.291699604743083,74.7905928853755,51.23707509881424,3.639525691699605,14.522529644268776,13.407114624505931,1.757312252964427,0.03636363636363637,19,51.42363636363637,14.086580086580087,5.6995670995671,5.182683982683983,3.2043290043290047,71.95887445887448,1.4701298701298704,6.097835497835498,3.095238095238096,79.32614718614718,51.69168831168832,3.1437229437229437,16.669264069264074,14.382683982683984,2.206926406926407,0.1012987012987013,84,61,84,75,79,75,79,80,76,78,83,86,65,79,84,78,80,79,79,79,78,83,53.10000000000002,13.0,2.8,7.2,3.0,75.70000000000002,1.0,5.4,4.4,61.89999999999999,49.41999999999998,1.8,16.2,13.8,1.0,0.0,1.0,0.4,49.35999999999999,14.2,5.2,4.2,4.8,75.46,1.2,4.4,1.6,74.30000000000005,47.82000000000001,3.0,17.4,9.4,2.2,0.0,1.2,-0.8
350,22,71.0382142857143,19.169047619047618,7.998809523809524,7.439285714285714,3.730952380952381,87.66190476190478,1.9083333333333334,7.170238095238095,3.0571428571428574,76.80071428571429,50.18345238095238,2.198809523809524,11.304761904761904,12.960714285714285,0.9940476190476191,0.08452380952380953,11,56.456753246753244,13.803896103896104,5.650216450216451,5.596103896103896,2.5575757575757576,80.42761904761906,2.0272727272727273,5.038528138528139,2.380952380952381,77.98467532467534,54.1599567099567,2.9021645021645024,13.465800865800867,13.383116883116884,1.3865800865800866,0.04718614718614719,92,88,84,87,79,84,87,87,87,86,90,79,76,80,83,80,79,79,77,76,82,72,70.52000000000001,18.2,8.4,7.0,2.8,87.81999999999998,4.4,6.0,3.2,75.09999999999995,54.14,2.2,12.0,10.2,0.8,0.0,4.2,4.0,47.14000000000002,11.6,4.4,4.6,2.6,76.23999999999998,1.0,4.6,1.6,71.1,50.94,3.8,16.6,15.8,2.0,0.0,0.8,-0.4
351,16,44.75818181818182,13.037944664031622,4.6213438735177865,5.913833992094862,2.5027667984189725,73.72806324110672,1.6806324110671937,5.174703557312252,2.616600790513834,74.66877470355732,48.92158102766799,3.059288537549407,13.402371541501976,13.890909090909092,1.5960474308300396,0.11778656126482213,4,59.191558441558456,15.13896103896104,5.476190476190476,6.098268398268399,3.564502164502165,78.21064935064935,1.9748917748917751,5.463203463203463,3.196103896103896,77.28718614718616,50.20549783549784,2.1575757575757577,12.77099567099567,13.392640692640693,1.5025974025974027,0.0,70,74,75,74,77,60,78,80,73,73,80,78,82,83,77,76,79,82,80,77,88,86,39.04000000000002,9.0,3.2,3.0,2.8,73.74000000000001,0.6,3.8,2.4,68.03999999999999,52.02,3.4,11.2,13.4,1.6,0.0,1.4,0.0,58.999999999999986,17.8,6.0,5.6,6.2,77.54000000000005,2.0,5.6,2.4,75.93999999999997,49.25999999999998,3.2,14.6,13.6,1.0,0.2,1.8,0.6
352,15,46.347333333333324,13.393333333333333,4.153333333333334,5.786666666666667,3.4533333333333336,63.04600000000001,1.2,4.213333333333334,1.5933333333333335,74.56333333333333,49.77000000000001,2.106666666666667,14.793333333333333,17.806666666666665,1.9866666666666668,0.08666666666666667,23,49.516850000000005,12.261,4.4925,4.9935,2.7750000000000004,73.6095,1.302,4.6345,2.4000000000000004,76.53610000000006,50.01014999999999,3.5380000000000003,15.106,14.135500000000002,1.8980000000000001,0.0745,72,77,73,73,70,72,71,69,72,76,74,73,68,71,74,73,72,75,74,76,75,73,47.68000000000002,16.0,5.0,6.6,4.4,63.820000000000014,0.4,5.2,1.2,75.97999999999999,51.999999999999986,1.8,13.8,16.2,2.4,0.0,1.2,-0.6,46.61999999999999,7.0,3.0,3.2,0.8,68.74000000000001,1.0,4.0,4.2,74.1,48.04,2.6,16.0,13.6,2.0,0.2,0.8,-1.2
353,20,47.86285714285715,11.119047619047619,4.085714285714286,4.880952380952381,2.1523809523809527,69.7657142857143,1.0190476190476192,3.757142857142857,2.4142857142857146,77.13476190476192,46.37428571428571,4.142857142857142,17.42857142857143,12.933333333333334,2.357142857142857,0.11428571428571428,21,49.72956521739132,12.860869565217392,4.443478260869566,5.6521739130434785,2.765217391304348,75.05565217391303,1.356521739130435,4.382608695652174,2.617391304347826,79.26086956521739,53.46347826086957,3.6521739130434785,16.469565217391306,13.704347826086957,2.208695652173913,0.06086956521739131,74,74,77,69,75,74,74,77,78,80,72,80,78,70,75,72,75,80,76,67,72,80,44.120000000000026,10.8,4.6,3.0,3.2,64.00000000000001,1.4,5.6,3.8,73.23999999999998,52.83999999999996,1.2,12.6,13.4,1.4,0.0,1.6,0.8,38.73999999999999,11.2,4.0,4.0,3.2,71.08000000000006,0.8,3.0,1.6,78.82000000000001,45.11999999999997,3.6,15.4,13.4,1.4,0.0,1.0,-0.6
354,10,49.41533333333334,12.493333333333334,5.093333333333334,4.2,3.2,71.42266666666666,1.18,5.006666666666667,2.3133333333333335,78.27466666666666,42.988666666666674,4.72,14.06,13.573333333333334,1.8666666666666667,0.13333333333333333,7,32.68666666666667,11.080000000000002,3.5266666666666673,5.653333333333333,1.9000000000000001,56.844666666666676,1.626666666666667,3.326666666666667,1.8866666666666667,74.42466666666667,49.279333333333334,3.6133333333333333,17.573333333333334,15.413333333333334,2.6933333333333334,0.06666666666666667,70,67,71,69,72,66,70,73,75,70,74,69,76,73,78,71,73,75,67,71,75,73,39.739999999999995,9.6,4.0,3.2,2.4,69.21999999999998,0.2,5.0,2.4,63.89999999999996,41.3,4.2,11.2,11.4,1.2,0.0,1.2,-0.4,41.0,7.4,1.6,3.6,2.2,71.48000000000002,1.4,3.8,2.2,71.72000000000003,50.32,3.0,16.2,10.8,3.0,0.0,0.0,-1.8
355,1,45.40567287784679,8.983022774327122,3.262111801242236,3.4587991718426503,2.262111801242236,73.44865424430643,0.867080745341615,3.901449275362319,2.4968944099378882,76.91983436853002,49.20695652173914,2.842650103519669,15.578467908902692,15.328364389233956,1.9432712215320913,0.06335403726708075,2,43.436284584980235,12.336758893280633,4.545454545454546,5.059288537549407,2.73201581027668,67.56245059288537,0.9849802371541503,3.99604743083004,2.0537549407114626,77.39217391304348,50.02695652173914,3.8703557312252963,16.39209486166008,14.938339920948616,2.2355731225296447,0.07272727272727274,77,77,78,74,77,78,76,74,79,81,78,77,69,79,75,75,75,75,75,73,79,80,47.43999999999998,11.4,3.6,4.4,3.4,73.52000000000001,1.6,3.4,1.8,71.65999999999998,52.239999999999995,2.4,13.0,14.8,1.8,0.0,1.6,1.2,42.48,11.0,3.4,5.4,2.2,74.29999999999998,0.8,4.6,1.2,71.18000000000005,48.42000000000001,4.2,13.6,12.6,2.6,0.0,1.6,0.4
